code,dropout_prob
5762,0.0005998500199982937
5763,0.09090904298167657
5764,0.0005998500199982937
5765,0.0005998500199982937
5766,0.0005998500199982937
5767,0.09090904298167657
5768,0.0005998500199982937
5769,0.0005998500199982937
5770,0.0005998500199982937
5771,0.09090904298167657
5772,0.0005998500199982937
5773,0.09090904298167657
5774,0.09090904298167657
5775,0.09090904298167657
5776,0.09090904298167657
5777,0.0005998500199982937
5778,0.09090904298167657
5779,0.0005998500199982937
5780,0.09090904298167657
5781,0.0005998500199982937
5782,0.15675666443098402
5783,0.0005998500199982937
5784,0.0005998500199982937
5785,0.09090904298167657
5786,0.0005998500199982937
5787,0.25000022617128403
5788,0.0005998500199982937
5789,0.11111080890595615
5790,0.0005998500199982937
5791,0.09090904298167657
5792,0.09090904298167657
5793,0.11111080890595615
5794,0.0005998500199982937
5795,0.0005998500199982937
5796,0.0005998500199982937
5797,0.09090904298167657
5798,0.09090904298167657
5799,0.0005998500199982937
5800,0.0005998500199982937
5801,0.09090904298167657
5802,0.0005998500199982937
5803,0.15675666443098402
5804,0.0005998500199982937
5805,0.09090904298167657
5806,0.09090904298167657
5807,0.0005998500199982937
5808,0.09090904298167657
5809,0.0005998500199982937
5810,0.0005998500199982937
5811,0.0005998500199982937
5812,0.0005998500199982937
5813,0.09090904298167657
5814,0.0005998500199982937
5815,0.0005998500199982937
5816,0.0005998500199982937
5817,0.0005998500199982937
5818,0.0005998500199982937
5819,0.0005998500199982937
5820,0.0005998500199982937
5821,0.0005998500199982937
5822,0.0005998500199982937
5823,0.0005998500199982937
5824,0.0005998500199982937
5825,0.0005998500199982937
5826,0.0005998500199982937
5827,0.09090904298167657
5828,0.0005998500199982937
5829,0.0005998500199982937
5830,0.0005998500199982937
5831,0.0005998500199982937
5832,0.09090904298167657
5833,0.0005998500199982937
5834,0.0005998500199982937
5835,0.0005998500199982937
5836,0.0005998500199982937
5837,0.0005998500199982937
5838,0.0005998500199982937
5839,0.0005998500199982937
5840,0.0005998500199982937
5841,0.0005998500199982937
5842,0.09090904298167657
5843,0.0005998500199982937
5844,0.0005998500199982937
5845,0.0005998500199982937
5846,0.0005998500199982937
5847,0.0005998500199982937
5848,0.09090904298167657
5849,0.0005998500199982937
5850,0.0005998500199982937
5851,0.0005998500199982937
5852,0.0005998500199982937
5853,0.0005998500199982937
5854,0.0005998500199982937
5855,0.09090904298167657
5856,0.0005998500199982937
5857,0.0005998500199982937
5858,0.0005998500199982937
5859,0.09090904298167657
5860,0.09090904298167657
5861,0.0005998500199982937
5862,0.0005998500199982937
5863,0.09090904298167657
5864,0.0005998500199982937
5865,0.15675666443098402
5866,0.0005998500199982937
5867,0.09090904298167657
5868,0.0005998500199982937
5869,0.0005998500199982937
5870,0.09090904298167657
5871,0.0005998500199982937
5872,0.0005998500199982937
5873,0.0005998500199982937
5874,0.0005998500199982937
5875,0.09090904298167657
5876,0.0005998500199982937
5877,0.0005998500199982937
5878,0.0005998500199982937
5879,0.0005998500199982937
5880,0.09090904298167657
5881,0.0005998500199982937
5882,0.0005998500199982937
5883,0.0005998500199982937
5884,0.0005998500199982937
5885,0.0005998500199982937
5886,0.09090904298167657
5887,0.0005998500199982937
5888,0.0005998500199982937
5889,0.0005998500199982937
5890,0.0005998500199982937
5891,0.0005998500199982937
5892,0.0005998500199982937
5893,0.0005998500199982937
5894,0.0005998500199982937
5895,0.0005998500199982937
5896,0.0005998500199982937
5897,0.0005998500199982937
5898,0.0005998500199982937
5899,0.0005998500199982937
5900,0.0005998500199982937
5901,0.09090904298167657
5902,0.0005998500199982937
5903,0.0005998500199982937
5904,0.0005998500199982937
5905,0.0005998500199982937
5906,0.09090904298167657
5907,0.0005998500199982937
5908,0.0005998500199982937
5909,0.0005998500199982937
5910,0.0005998500199982937
5911,0.0005998500199982937
5912,0.09090904298167657
5913,0.0005998500199982937
5914,0.0005998500199982937
5915,0.09090904298167657
5916,0.0005998500199982937
5917,0.09090904298167657
5918,0.0005998500199982937
5919,0.0005998500199982937
5920,0.0005998500199982937
5921,0.0005998500199982937
5922,0.09090904298167657
5923,0.09090904298167657
5924,0.1914338561675244
5925,0.0005998500199982937
5926,0.0005998500199982937
