code,dropout_prob
3904,0.2153380716236718
3905,0.2679841674607444
3906,0.1562956290869537
3907,0.11334168517129661
3908,0.2366117821579663
3909,0.07352655599564384
3910,0.0005998500199982937
3911,0.11334168517129661
3912,0.13289920255389398
3913,0.21786113974769727
3914,0.1701627965425263
3915,0.4474134044990288
3916,0.11334168517129661
3917,0.21036405569760952
3918,0.1562956290869537
3919,0.033820199157333364
3920,0.11334168517129661
3921,0.0705378851430416
3922,0.3260657491126818
3923,0.1470373198265682
3924,0.1301020593693094
3925,0.2799197183406149
3926,0.1470373198265682
3927,0.1470373198265682
3928,0.26562278905695813
3929,0.0705378851430416
3930,0.18835888701155123
3931,0.2153380716236718
3932,0.20169906114797054
3933,0.2403725537231698
3934,0.038580007387220006
3935,0.1470373198265682
3936,0.2799197183406149
3937,0.21786113974769727
3938,0.18434060563712518
3939,0.21786113974769727
3940,0.2514735006370148
3941,0.18835888701155123
3942,0.2366117821579663
3943,0.033820199157333364
3944,0.033820199157333364
3945,0.24758472643716933
3946,0.24758472643716933
3947,0.0005998500199982937
