code,dropout_prob
4899,0.1379231810598195
4900,0.23195894932189098
4901,0.23497351418968682
4902,0.25478511576606
4903,0.11310968134203592
4904,0.13607714450977637
4905,0.11310968134203592
4906,0.11310968134203592
4907,0.19976890235635236
4908,0.25478511576606
4909,0.17584857519992525
4910,0.11310968134203592
4911,0.11310968134203592
4912,0.18968244256030165
4913,0.11310968134203592
4914,0.0722971997009264
4915,0.23195894932189098
4916,0.11310968134203592
4917,0.23497351418968682
4918,0.10961491554529013
4919,0.13607714450977637
4920,0.19976890235635236
4921,0.30376821873859516
4922,0.10961491554529013
4923,0.23497351418968682
4924,0.10961491554529013
4925,0.0722971997009264
4926,0.19976890235635236
4927,0.23195894932189098
4928,0.0722971997009264
4929,0.23195894932189098
4930,0.11310968134203592
4931,0.11310968134203592
4932,0.0722971997009264
4933,0.0722971997009264
4934,0.25478511576606
4935,0.19976890235635236
4936,0.19976890235635236
4937,0.10961491554529013
4938,0.25478511576606
4939,0.11310968134203592
4940,0.11310968134203592
4941,0.19976890235635236
4942,0.13607714450977637
4944,0.25478511576606
4945,0.23195894932189098
4949,0.17584857519992525
