code,dropout_prob
1620,0.05660825928205315
1621,0.0005998500199982937
1622,0.05660825928205315
1623,0.0005998500199982937
1624,0.12898871602174644
1625,0.06533265174257286
1626,0.1762445349325733
1627,0.26545254094904336
1628,0.1488612765028111
1629,0.1965608150363678
1630,0.28483422298209893
1631,0.16952287944307687
1632,0.24860090073921504
1633,0.2397483031192219
1634,0.1965608150363678
1635,0.18709510789935424
1636,0.0686645794730496
1637,0.1488612765028111
1638,0.1965608150363678
1639,0.045493703133640095
1640,0.012237163590534506
1641,0.20399094025926667
1642,0.20399094025926667
1643,0.22331425698211538
1644,0.16952287944307687
1645,0.20682857512990327
1646,0.06533265174257286
1647,0.1762445349325733
1648,0.11771330364274424
1649,0.05660825928205315
1650,0.2582036010183377
1651,0.045493703133640095
1652,0.20682857512990327
1653,0.18709510789935424
1654,0.0686645794730496
1655,0.05660825928205315
1658,0.0005998500199982937
1659,0.02486053574286695
1660,0.05660825928205315
1661,0.20682857512990327
1662,0.20682857512990327
1663,0.20682857512990327
1664,0.2582036010183377
1665,0.2582036010183377
1666,0.2984489996070617
1667,0.1965608150363678
1668,0.20399094025926667
1669,0.2984489996070617
